SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,16-02188471,04/01/2016,Garage,,Open,GARAGE CONDEMNED/ ALLEY,Vacant,true,true,7838,S,TRUMBULL,AVE,60652,1154742.32239948,1852422.35850165,18,8,70,41.75085709395412,-87.70852422839252,"(41.75085709395412, -87.70852422839252)"
Vacant/Abandoned Building,16-02189193,04/01/2016,Front,,Open,,Vacant,false,false,5114,S,THROOP,ST,60609,1168526.4862743,1870857.33130454,20,9,61,41.80115916871151,-87.6574812731524,"(41.80115916871151, -87.6574812731524)"
Vacant/Abandoned Building,16-02189358,04/01/2016,Front,,Open,,Vacant,false,false,738,W,54TH,PL,60609,1172305.33049261,1868728.2339044,20,9,61,41.7952343296718,-87.64368559417785,"(41.7952343296718, -87.64368559417785)"
Vacant/Abandoned Building,16-02189359,04/01/2016,Front,,Open,,Vacant,false,false,5041,S,ELIZABETH,ST,60609,1168844.70991796,1871348.58310534,20,9,61,41.80250034626907,-87.65630004465997,"(41.80250034626907, -87.65630004465997)"
Vacant/Abandoned Building,16-02190466,04/01/2016,Front,,Open,BACK DOOR,Vacant,false,false,9231,S,BLACKSTONE,AVE,60619,1187729.10422938,1844069.92159418,8,4,48,41.727216235943914,-87.58791060226838,"(41.727216235943914, -87.58791060226838)"
Vacant/Abandoned Building,16-02185888,04/01/2016,Rear,,Boarded,,Vacant,false,false,7219,S,CONSTANCE,AVE,60649,1189624.96243343,1857389.84010441,7,3,43,41.76372207133757,-87.58053905425176,"(41.76372207133757, -87.58053905425176)"
Vacant/Abandoned Building,16-02192236,04/01/2016,Rear,,Open,REAR ENTRY,Vacant,false,true,7900,S,WOODLAWN,AVE,60619,1185584.44843443,1852859.56641188,8,4,45,41.75138664344302,-87.59549062380876,"(41.75138664344302, -87.59549062380876)"
Vacant/Abandoned Building,16-02197650,04/01/2016,Front,,Open,FRONT,Occupied,false,false,4026,S,ARTESIAN,AVE,60632,1160687.34392506,1877882.83102173,12,9,58,41.82060355266525,-87.68603622301147,"(41.82060355266525, -87.68603622301147)"
Vacant/Abandoned Building,16-02186092,04/01/2016,Garage,,Open,,Vacant,false,false,7801,S,CHAPPEL,AVE,60649,1191223.08970667,1853650.25449596,8,4,43,41.75342180879411,-87.57480252527289,"(41.75342180879411, -87.57480252527289)"
Vacant/Abandoned Building,16-02186064,04/01/2016,Front,,Open,BACK DOOR ARE OPEN,Vacant,false,true,5408,W,ADAMS,ST,60644,1140435.595782,1898804.69928315,29,15,25,41.87841078223781,-87.75981756347875,"(41.87841078223781, -87.75981756347875)"
Vacant/Abandoned Building,16-02197240,04/01/2016,Front,,Open,FRONT DOOR,Vacant,false,false,9120,S,WOODLAWN,AVE,60619,1185804.73997973,1844756.13998662,8,4,47,41.72914480819892,-87.59493816364149,"(41.72914480819892, -87.59493816364149)"
Vacant/Abandoned Building,16-02188476,04/01/2016,Front,,Open,FRONT,Vacant,false,false,738,W,81ST,ST,60620,1172680.56838745,1851158.52350587,21,6,71,41.74701269818953,-87.64282686709797,"(41.74701269818953, -87.64282686709797)"
Vacant/Abandoned Building,16-02189979,04/01/2016,Front,,Open,FRONT,Vacant,false,true,7521,S,SANGAMON,ST,60620,1171279.23009739,1854907.22762653,17,6,71,41.757330375596,-87.64785229533798,"(41.757330375596, -87.64785229533798)"
Vacant/Abandoned Building,16-02199941,04/01/2016,Front,,Open,DOORS/ WINDOWS,Vacant,true,true,7211,S,VERNON,AVE,60619,1180494.82846621,1857304.77398026,6,3,69,41.763703032108374,-87.61400522658131,"(41.763703032108374, -87.61400522658131)"
Vacant/Abandoned Building,16-02192771,04/01/2016,Front,,Open,ALL AROUND,Vacant,false,true,4006,W,JACKSON,BLVD,60624,1149731.72359276,1898385.68207152,28,11,26,41.87708541714175,-87.72569474079437,"(41.87708541714175, -87.72569474079437)"
Vacant/Abandoned Building,16-02193042,04/01/2016,Front,,Open,ALL AROUND,Vacant,false,true,4744,W,VAN BUREN,ST,60644,1144829.31007781,1897602.10361358,28,11,25,41.87502901280211,-87.74371492865684,"(41.87502901280211, -87.74371492865684)"
Vacant/Abandoned Building,16-02185557,04/01/2016,Front,,Open,BASMT,Vacant,false,true,6030,S,JUSTINE,ST,60636,1167037.20392814,1864736.38233258,16,7,67,41.78439455701378,-87.66311800238918,"(41.78439455701378, -87.66311800238918)"
Vacant/Abandoned Building,16-02183101,04/01/2016,Rear,,Open,,Vacant,false,false,10543,S,CORLISS,AVE,60628,1183446.96458123,1835115.20011718,9,5,50,41.70274407550848,-87.60387440813093,"(41.70274407550848, -87.60387440813093)"
Vacant/Abandoned Building,16-02194021,04/01/2016,Front,,Open,,Vacant,false,true,12254,S,MORGAN,ST,60643,1171881.10020305,1823559.45677934,34,5,53,41.67129428740636,-87.64656289326841,"(41.67129428740636, -87.64656289326841)"
Vacant/Abandoned Building,16-02196237,04/01/2016,,,,,,,,11343,S,CARPENTER,ST,60643,1171356.03132929,1829465.59206712,34,22,75,41.687513167492156,-87.64831276498595,"(41.687513167492156, -87.64831276498595)"
Vacant/Abandoned Building,16-02184814,04/01/2016,Front,,Open,ALL OVER,Vacant,false,true,9927,S,MORGAN,ST,60643,1171400.8700041,1838989.59998884,34,22,73,41.71364754451285,-87.64787111493604,"(41.71364754451285, -87.64787111493604)"
Vacant/Abandoned Building,16-02184997,04/01/2016,Front,,Open,NOT OBARDED UP AT ALL,Vacant,false,true,10035,S,PEORIA,ST,60643,1172084.29802212,1838286.06918329,34,22,73,41.7117019943388,-87.64538873860097,"(41.7117019943388, -87.64538873860097)"
Vacant/Abandoned Building,16-02192605,04/01/2016,Rear,,Open,GARAGE,Vacant,false,true,6200,S,MERRIMAC,AVE,60638,1135812.41502767,1862755.90581504,13,8,64,41.77957061713455,-87.77764933983256,"(41.77957061713455, -87.77764933983256)"
Vacant/Abandoned Building,16-02198104,04/01/2016,Front,,Open,FRONT DOOR,Vacant,false,true,2916,N,NEW ENGLAND,AVE,60634,1129917.61992281,1918617.4645915,36,25,18,41.93296603117986,-87.79798401879398,"(41.93296603117986, -87.79798401879398)"
Vacant/Abandoned Building,16-02193081,04/01/2016,Rear,,Open,"ALL AROUND, INCLUDING COACHHOUSE",Vacant,false,true,439,N,CENTRAL PARK,BLVD,60624,1152251.62042369,1902906.05401349,27,11,23,41.88944046423475,-87.71632301800094,"(41.88944046423475, -87.71632301800094)"
Vacant/Abandoned Building,16-02196468,04/01/2016,Garage,,Open,ALLEY,Vacant,false,false,9230,S,PLEASANT,AVE,60643,1165392.37799681,1843444.49743311,19,22,72,41.72600164452477,-87.66975072561343,"(41.72600164452477, -87.66975072561343)"
Vacant/Abandoned Building,16-02212319,04/02/2016,Rear,,Open,,Vacant,false,false,606,W,48TH,PL,60609,1173039.59990909,1872736.68512058,11,9,61,41.80621773697696,-87.64087461148597,"(41.80621773697696, -87.64087461148597)"
Vacant/Abandoned Building,16-02212494,04/02/2016,Front,,Open,FRONT-REAR,Vacant,false,true,7039,S,WABASH,AVE,60637,1177943.08607825,1858356.3886205,6,3,69,41.766646954439715,-87.62332603079966,"(41.766646954439715, -87.62332603079966)"
Vacant/Abandoned Building,16-02213960,04/02/2016,Front,,Open,FRONT,Vacant,false,false,10409,S,FOREST,AVE,60628,1180086.37928638,1836013.62990034,9,5,49,41.70528694096056,-87.61615253185118,"(41.70528694096056, -87.61615253185118)"
Vacant/Abandoned Building,16-02229756,04/03/2016,Front,,Open,DOORS OPEN,Vacant,false,true,1039,N,LOREL,AVE,60651,1140484.37259523,1906407.78367716,37,15,25,41.89927369213974,-87.75945175592227,"(41.89927369213974, -87.75945175592227)"
Vacant/Abandoned Building,16-02224698,04/03/2016,Front,,Boarded,,Vacant,false,false,6700,S,HONORE,ST,60636,1165169.62767845,1860248.55348672,16,7,67,41.77211911239323,-87.67009219819874,"(41.77211911239323, -87.67009219819874)"
Vacant/Abandoned Building,16-02228969,04/03/2016,Front,,Open,,Vacant,false,false,2431,W,FLOURNOY,ST,60612,1160288.40861932,1896969.02831177,28,11,28,41.872986357321935,-87.68697273000892,"(41.872986357321935, -87.68697273000892)"
Vacant/Abandoned Building,16-02245017,04/04/2016,Front,,Open,FRONT,Vacant,false,false,131,E,103RD,PL,60628,1179084.63328105,1836380.43892362,9,5,49,41.706316349642435,-87.61980966474108,"(41.706316349642435, -87.61980966474108)"
Vacant/Abandoned Building,16-02248875,04/04/2016,Front,,Open,FRONT DOOR WIDE OPEN/GARAGE SIDE DOOR WIDE OPEN,Vacant,false,true,7933,S,DANTE,AVE,60619,1187230.2700887,1852675.02999924,8,4,45,41.7508413687313,-87.5894654145728,"(41.7508413687313, -87.5894654145728)"
Vacant/Abandoned Building,16-02251252,04/04/2016,Front,,Open,,Vacant,false,false,733,E,134TH,PL,60827,1183655.09008684,1816170.23101462,9,5,54,41.65075158509962,-87.60369974504695,"(41.65075158509962, -87.60369974504695)"
Vacant/Abandoned Building,16-02255526,04/04/2016,Rear,,Boarded,,Vacant,false,true,7848,S,KIMBARK,AVE,60619,1186240.69796787,1853216.76759948,8,4,45,41.752351369868464,-87.5930745568237,"(41.752351369868464, -87.5930745568237)"
Vacant/Abandoned Building,16-02255561,04/04/2016,Garage,,Open,FRONT DOOR HOUSE/GARAGE DOORS,Vacant,false,true,7531,S,COLFAX,AVE,60649,1194820.02070806,1855526.15987294,7,4,43,41.758481656983264,-87.56155969009926,"(41.758481656983264, -87.56155969009926)"
Vacant/Abandoned Building,16-02250794,04/04/2016,,,,,,,,1445,E,67TH,PL,60637,1187002.70723107,1860524.67988642,5,3,43,41.7723869206673,-87.5900507563601,"(41.7723869206673, -87.5900507563601)"
Vacant/Abandoned Building,16-02254820,04/04/2016,Rear,,Boarded,HOLE IN REAR OF BLDG,Vacant,false,false,8005,S,DR MARTIN LUTHER KING JR,DR,60619,1180290.02649673,1852017.39871994,6,6,44,41.74919859596181,-87.61491769547918,"(41.74919859596181, -87.61491769547918)"
Vacant/Abandoned Building,16-02253011,04/04/2016,Rear,,Open,,Vacant,false,false,7842,S,COLFAX,AVE,60649,1194880.43839616,1853470.62979832,7,4,43,41.752839638861346,-87.56140586219601,"(41.752839638861346, -87.56140586219601)"
Vacant/Abandoned Building,16-02254420,04/04/2016,Rear,,Boarded,,Vacant,false,false,6004,S,FAIRFIELD,AVE,60629,1159072.06821007,1864724.30467648,16,8,66,41.78452807455499,-87.69232183549155,"(41.78452807455499, -87.69232183549155)"
Vacant/Abandoned Building,16-02246712,04/04/2016,Rear,,Open,FRONT DOOR,Vacant,false,false,1222,W,72ND,PL,60636,1169379.79257063,1856709.29007017,6,7,67,41.762316791460755,-87.65476135743857,"(41.762316791460755, -87.65476135743857)"
Vacant/Abandoned Building,16-02250520,04/04/2016,Front,,Boarded,,Vacant,false,false,6004,S,ABERDEEN,ST,60621,1170010.07841946,1864989.79971409,16,7,68,41.7850258581814,-87.65221091080815,"(41.7850258581814, -87.65221091080815)"
Vacant/Abandoned Building,16-02260838,04/04/2016,Front,,Open,FRONT/REAR,Vacant,false,false,4434,W,MONROE,ST,60624,1146841.22167423,1899294.37097881,28,11,26,41.879634630761124,-87.73628471289257,"(41.879634630761124, -87.73628471289257)"
Vacant/Abandoned Building,16-02261517,04/04/2016,Front,,Open,,Vacant,false,true,12221,S,PEORIA,ST,60643,1172538.54540787,1823797.79497445,34,5,53,41.67193392367753,-87.6441496923775,"(41.67193392367753, -87.6441496923775)"
Vacant/Abandoned Building,16-02261545,04/04/2016,Front,,Open,,Vacant,false,true,12230,S,ABERDEEN,ST,60643,1171209.64136769,1823701.54701563,34,5,53,41.671698865644665,-87.64901627910582,"(41.671698865644665, -87.64901627910582)"
Vacant/Abandoned Building,16-02254711,04/04/2016,Front,,Open,THE FRONT AND BACK DOOR,Vacant,false,true,6620,S,RHODES,AVE,60637,1181040.09369864,1861238.67010717,20,3,42,41.774485510732916,-87.6118857860719,"(41.774485510732916, -87.6118857860719)"
Vacant/Abandoned Building,16-02250140,04/04/2016,Front,,Open,,Vacant,false,true,2845,W,51ST,ST,60632,1158079.40990734,1870704.29463418,14,9,63,41.800958239262506,-87.69579875571246,"(41.800958239262506, -87.69579875571246)"
Vacant/Abandoned Building,16-02259866,04/04/2016,Front,,Boarded,,Vacant,false,false,1446,N,MILWAUKEE,AVE,60622,1163757.56126805,1909784.33160469,1,14,24,41.90808016755403,-87.6738742307312,"(41.90808016755403, -87.6738742307312)"
Vacant/Abandoned Building,16-02251413,04/04/2016,Front,,Open,FRONT,Occupied,true,true,1029,W,103RD,PL,60643,1171284.17331807,1836185.86006943,34,22,73,41.70595620757477,-87.64838018060806,"(41.70595620757477, -87.64838018060806)"
Vacant/Abandoned Building,16-02249405,04/04/2016,Rear,,Open,REAR,Vacant,false,false,434,W,102ND,PL,60628,1175128.77626576,1836945.92992688,9,22,73,41.70795717117498,-87.63427895012359,"(41.70795717117498, -87.63427895012359)"
Vacant/Abandoned Building,16-02246605,04/04/2016,Rear,,Open,REAR,Vacant,false,false,4409,S,NORMAL,AVE,60609,1173699.659868,1875662.40177842,11,9,61,41.81423156881744,-87.63836698461917,"(41.81423156881744, -87.63836698461917)"
Vacant/Abandoned Building,16-02280615,04/05/2016,Front,,Open,REAR WINDOWS,Vacant,false,false,816,E,90TH,PL,60619,1183234.59796564,1845144.3654284,8,6,44,41.730270259809494,-87.60434108736835,"(41.730270259809494, -87.60434108736835)"
Vacant/Abandoned Building,16-02280111,04/05/2016,,,,,,,,721,E,46TH,ST,60653,1181939.88987473,1874673.44971062,4,2,38,41.81133096088786,-87.60817189106055,"(41.81133096088786, -87.60817189106055)"
Vacant/Abandoned Building,16-02280270,04/05/2016,,,,,,,,3709,W,PIPPIN,ST,60652,1153076.21121765,1853418.06000714,18,8,70,41.753622504462236,-87.71460349914543,"(41.753622504462236, -87.71460349914543)"
Vacant/Abandoned Building,16-02287485,04/05/2016,Front,,Boarded,NONE,Vacant,false,false,9234,S,DOBSON,AVE,,1184829.35809962,1843963.53478883,8,4,47,41.726992715549954,-87.59853597388012,"(41.726992715549954, -87.59853597388012)"
Vacant/Abandoned Building,16-02298129,04/05/2016,Front,,Open,"BROKEN WINDOWS,",Vacant,false,false,3723,W,CHICAGO,AVE,60651,1151327.81402281,1905081.88987768,27,11,23,41.89542935841097,-87.71965849250951,"(41.89542935841097, -87.71965849250951)"
Vacant/Abandoned Building,16-02280107,04/05/2016,,,,,,,,645,W,37TH,ST,60609,1172509.06179,1880359.40817792,11,9,60,41.827146937517924,-87.64259569369378,"(41.827146937517924, -87.64259569369378)"
Vacant/Abandoned Building,16-02279976,04/05/2016,,,,,,,,2709,W,37TH,PL,60632,1158922.15450239,1879679.55756828,12,9,58,41.82557029681532,-87.69246263051494,"(41.82557029681532, -87.69246263051494)"
Vacant/Abandoned Building,16-02286324,04/05/2016,Front,,Open,GARAGE OPEN/UNSECURED  - PART OF THE DOOR IS MISSING,Vacant,false,true,6742,S,DORCHESTER,AVE,60637,1186705.30723107,1860438.57988642,5,3,43,41.77215770274723,-87.59114364724059,"(41.77215770274723, -87.59114364724059)"
Vacant/Abandoned Building,16-02292064,04/05/2016,Front,,Open,ALL,Vacant,false,false,849,E,78TH,ST,60619,1183338.12818484,1853474.87121234,8,6,69,41.75312767131784,-87.60370308311568,"(41.75312767131784, -87.60370308311568)"
Vacant/Abandoned Building,16-02277681,04/05/2016,Rear,,Open,GOING IN THROUGH THE BACK,Vacant,false,true,8522,S,MORGAN,ST,60620,1171135.40560331,1848312.269506,21,6,71,41.739236079746206,-87.64857173856366,"(41.739236079746206, -87.64857173856366)"
Vacant/Abandoned Building,16-02280020,04/05/2016,,,,,,,,8524,S,PAULINA,ST,60620,1166495.75771489,1848174.91339841,21,6,71,41.738959202896595,-87.66557452104664,"(41.738959202896595, -87.66557452104664)"
Vacant/Abandoned Building,16-02280017,04/05/2016,,,,,,,,8705,S,EMERALD,AVE,60620,1172832.19170149,1847072.00072947,21,22,71,41.73579539862139,-87.64239150779213,"(41.73579539862139, -87.64239150779213)"
Vacant/Abandoned Building,16-02280443,04/05/2016,,,,,,,,6925,S,ASHLAND,AVE,60636,1166874.78111811,1858794.20332473,16,7,67,41.76809193062619,-87.66388310769901,"(41.76809193062619, -87.66388310769901)"
Vacant/Abandoned Building,16-02283042,04/05/2016,Front,,Open,,Occupied,true,true,6341,S,WESTERN,AVE,60636,1161461.86559886,1862535.00249086,16,8,66,41.77847110699618,-87.68362047210672,"(41.77847110699618, -87.68362047210672)"
Vacant/Abandoned Building,16-02283048,04/05/2016,Rear,,Open,,Vacant,false,false,7740,S,CRANDON,AVE,60649,1192877.24498778,1854093.2653279,7,4,43,41.75459728679297,-87.56872634053363,"(41.75459728679297, -87.56872634053363)"
Vacant/Abandoned Building,16-02280018,04/05/2016,,,,,,,,6429,S,ABERDEEN,ST,60621,1170087.05279061,1862172.69761347,16,7,68,41.77729372166995,-87.65201052840015,"(41.77729372166995, -87.65201052840015)"
Vacant/Abandoned Building,16-02280103,04/05/2016,,,,,,,,5837,S,MORGAN,ST,60621,1170645.26081331,1866013.4521708,16,7,68,41.78782104713023,-87.64985222585592,"(41.78782104713023, -87.64985222585592)"
Vacant/Abandoned Building,16-02280286,04/05/2016,,,,,,,,339,W,110TH,ST,60628,1176009.59611417,1831980.01141515,34,5,49,41.69431030295616,-87.63120161978885,"(41.69431030295616, -87.63120161978885)"
Vacant/Abandoned Building,16-02274581,04/05/2016,Front,,Boarded,,Vacant,false,false,6123,S,SANGAMON,ST,60621,1171025.33376724,1864226.90938004,16,7,68,41.78291026905015,-87.64851082935886,"(41.78291026905015, -87.64851082935886)"
Vacant/Abandoned Building,16-02280388,04/05/2016,,,,,,,,4950,S,RACINE,AVE,60609,1169161.44192207,1871870.50001641,20,9,61,41.80392569172863,-87.65512334985831,"(41.80392569172863, -87.65512334985831)"
Vacant/Abandoned Building,16-02289886,04/05/2016,Front,,Open,,Vacant,false,false,4354,W,MAYPOLE,AVE,60624,1147232.45006978,1901097.39567831,28,11,26,41.884574860156185,-87.73480199194675,"(41.884574860156185, -87.73480199194675)"
Vacant/Abandoned Building,16-02274894,04/05/2016,Front,,Open,,Vacant,false,true,2442,W,48TH,ST,60632,1160895.5410734,1872786.42997241,15,9,58,41.80661410064391,-87.6854134181443,"(41.80661410064391, -87.6854134181443)"
Vacant/Abandoned Building,16-02280094,04/05/2016,,,,,,,,515,W,62ND,ST,60621,1173862.75922024,1863817.21269121,20,7,68,41.78172353266733,-87.63812012298459,"(41.78172353266733, -87.63812012298459)"
Vacant/Abandoned Building,16-02280279,04/05/2016,,,,,,,,5827,S,MICHIGAN,AVE,60637,1178152.45627984,1866410.72771577,20,2,40,41.788744147436596,-87.62231451860437,"(41.788744147436596, -87.62231451860437)"
Vacant/Abandoned Building,16-02290037,04/05/2016,Front,,Open,,Vacant,false,false,1230,N,PARKSIDE,AVE,60651,1138452.00520144,1907633.42312887,29,25,25,41.902674059201985,-87.76688698810621,"(41.902674059201985, -87.76688698810621)"
Vacant/Abandoned Building,16-02288903,04/05/2016,Front,,Open,,Vacant,false,true,3218,W,83RD,PL,60652,1156379.39980506,1849052.18267559,18,8,70,41.7415760011187,-87.70261564710373,"(41.7415760011187, -87.70261564710373)"
Vacant/Abandoned Building,16-02291016,04/05/2016,Front,,Boarded,,Vacant,false,false,7955,S,FAIRFIELD,AVE,60652,1159427.01617419,1851753.0536158,18,8,70,41.74892577977167,-87.69137539330193,"(41.74892577977167, -87.69137539330193)"
Vacant/Abandoned Building,16-02279971,04/05/2016,,,,,,,,11651,S,HARVARD,AVE,60628,1176044.83611409,1827661.11842276,34,5,53,41.68245781917891,-87.63120147954605,"(41.68245781917891, -87.63120147954605)"
Vacant/Abandoned Building,16-02279973,04/05/2016,,,,,,,,413,W,116TH,ST,60628,1175564.0542086,1827992.59347256,34,5,53,41.68337817678371,-87.63295155832266,"(41.68337817678371, -87.63295155832266)"
